index;gid;co_cnes;lat;long;no_fantasia;no_logradouro;nu_endereco;no_bairro;nu_telefone;co_cep;uf;cidade;ano_ubs_det;mes_ubs_det;lat_corrigida;long_corrigida;endereco_google
18181;29676;6664075;-22.8766521181864;-43.2278751249952;SMS CF FELIPPE CARDOSO AP 31;AVENIDA NOSSA SENHORA DA PENHA;42;PENHA;(21)3977-7661;21070390.0;RJ;Rio de Janeiro;2016;5;-22.8428371;-43.2790684;Av. Nossa Sra. da Penha, 42 - Penha, Rio de Janeiro - RJ, 21070-390, Brazil
18182;29673;2269902;-22.903000000000002;-43.208;SMS CMS JOSE BREVES DOS SANTOS AP 31;RUA MAR GRANDE;10;CORDOVIL;995485322;21010290.0;RJ;Rio de Janeiro;2016;5;-22.8170123;-43.2895397;R. Mar Grande, 10 - Cordovil, Rio de Janeiro - RJ, 21010-290, Brazil
18197;29674;6926797;-22.903000000000002;-43.208;SMS CMS RODOLPHO ROCCO AP 32;RUA LAGOA VERDE;S/N;DEL CASTILHO;(21) 3868-4243;21051360.0;RJ;Rio de Janeiro;2016;5;-22.8739158;-43.2721418;R. Lagoa Clara, S/N - Del Castilho, Rio de Janeiro - RJ, 21051-370, Brazil
18232;29671;2708434;-22.8766521181864;-43.2278751249952;SMS CMS MANOEL JOSE FERREIRA AP 21;RUA SILVEIRA MARTINS;161;CATETE;(21) 2225-7505;22221000.0;RJ;Rio de Janeiro;2016;5;-22.9261996;-43.178613;R. Silveira Martins, 161 - Catete, Rio de Janeiro - RJ, 22211-200, Brazil
18276;29681;2273179;-22.903000000000002;-43.208;SMS CMS AUGUSTO DO AMARAL PEIXOTO AP 33;RUA JORNALISTA HERMANO REQUIAO;447;GUADALUPE;21 30151867;21670360.0;RJ;Rio de Janeiro;2016;5;-22.8470938;-43.37848109999999;R. Jorn. Hermano Requião, 447 - Guadalupe, Rio de Janeiro - RJ, 21670-360, Brazil
18298;29716;6023975;-22.8766521181864;-43.2278751249952;SMS CF DONA ZICA AP 10;RUA JOAO RODRIGUES;43;SAO FRANCISCO XAVIER;2218-3351;20960010.0;RJ;Rio de Janeiro;2016;5;-22.9013619;-43.2429503;R. João Rodrigues, 43 - São Francisco Xavier, Rio de Janeiro - RJ, 20960-010, Brazil
20590;32356;2280280;-22.9604;-43.2709;SMS CMS NICOLA ALBANO AP 22;RUA BOA VISTA;190;ALTO DA BOA VISTA;24848312;20531610.0;RJ;Rio de Janeiro;2016;5;-22.966007;-43.27749499999999;R. Boa Vista, 190 - Alto da Boa Vista, Rio de Janeiro - RJ, Brazil
20650;32285;5476607;-22.903000000000002;-43.208;SMS CF ADIB JATENE AP 31;AVENIDA BENTO RIBEIRO DANTAS;S/N;COMPLEXO DA MARE;021 99271-1880;21046175.0;RJ;Rio de Janeiro;2016;5;-22.867089;-43.2405924;Av. Bento Ribeiro Dantas - Maré, Rio de Janeiro - RJ, Brazil
21368;33013;2277298;-22.903000000000002;-43.208;SMS CMS FERNANDO A BRAGA LOPES CAJU AP 10;RUA CARLOS SEIDL;785;CAJU;(21) 3890-4323;20931004.0;RJ;Rio de Janeiro;2016;5;-22.875778;-43.222244;R. Carlos Seidl, 785 - Caju, Rio de Janeiro - RJ, 20931-002, Brazil
23082;34557;2295032;-22.903000000000002;-43.208;SMS CMS MARIA CRISTINA ROMA PAUGARTTEN AP 31;RUA JOAQUIM GOMES;S/N;RAMOS;(21)38670569;21040060.0;RJ;Rio de Janeiro;2016;5;-22.8517026;-43.251327;R. Joaquim Gomes - Ramos, Rio de Janeiro - RJ, 21040-060, Brazil
23731;35600;2269376;-22.903000000000002;-43.208;SMS CMS HEITOR BELTRAO AP 22;RUA DESEMBARGADOR ISIDRO;144;TIJUCA;22686642;20521160.0;RJ;Rio de Janeiro;2016;5;-22.929719;-43.2346796;R. Des. Izidro, 144 - Tijuca, Rio de Janeiro - RJ, 20521-160, Brazil
23929;35867;6664164;-22.903000000000002;-43.208;SMS CMS SAO GODOFREDO AP 31;RUA SAO GODOFREDO;45;PENHA;(021)39765038;21021230.0;RJ;Rio de Janeiro;2016;5;-22.8414441;-43.2707395;R. São Godofredo, 45 - Penha, Rio de Janeiro - RJ, 21021-230, Brazil
23935;35776;3784959;-22.8766521181864;-43.2278751249952;SMS CMS JOAO CANDIDO AP 31;AV LOBO JR;83;PENHA CIRCULAR;(02)12584-2083;21011065.0;RJ;Rio de Janeiro;2016;5;-22.821922;-43.271145;Av. Lobo Júnior, 83 - Penha Circular, Rio de Janeiro - RJ, 21020-124, Brazil
23965;35613;2296535;-22.903000000000002;-43.208;SMS CMS NAGIB JORGE FARAH AP 31;PRACA SOLDADO MICHEL CHEIB;S/N;JARDIM AMERICA;33577006;21240780.0;RJ;Rio de Janeiro;2016;5;-22.8078094;-43.3214306;Praça Michael Cheib, s/n - Jardim America, Rio de Janeiro - RJ, 21240-780, Brazil
23966;35814;5467136;-22.8766521181864;-43.2278751249952;SMS CMS PARQUE ROYAL AP 31;RUA JORNALISTA ALAIDE PIRES;25;PORTUGUESA ILHA DO;(21)3353-8448;21931615.0;RJ;Rio de Janeiro;2016;5;-22.7956175;-43.2098617;R. Jorn. Alaíde Píres, 25 - Portuguesa, Rio de Janeiro - RJ, 21931-615, Brazil
23967;35727;2778696;-22.8766521181864;-43.2278751249952;SMS CMS CARLOS FIGUEIREDO FILHO BOREL AP 22;RUA SAO MIGUEL;S/N;TIJUCA;25701688;20530420.0;RJ;Rio de Janeiro;2016;5;-22.9394494;-43.2515352;R. São Miguel - Tijuca, Rio de Janeiro - RJ, Brazil
23990;35856;6514022;-22.8766521181864;-43.2278751249952;SMS CF VICTOR VALLA AP 31;AVENIDA DOM HELDER CAMARA;1390;MANGUINHOS;(21)25811063;20973011.0;RJ;Rio de Janeiro;2016;5;-22.885617;-43.25113;Av. Dom Hélder Câmara, 1390 - Benfica, Rio de Janeiro - RJ, 20973-012, Brazil
24070;35777;3784975;-22.8766521181864;-43.2278751249952;SMS CF ZILDA ARNS AP 31;ESTRADA ITARARE;951;COMPLEXO DO ALEMAO;(21)2290-5089;21061240.0;RJ;Rio de Janeiro;2016;5;-22.8649668;-43.2683938;Estrada do Itararé, 951 - Bonsucesso, Rio de Janeiro - RJ, 21061-240, Brazil
24083;35800;5179726;-22.903000000000002;-43.208;SMS CF ALOYSIO AUGUSTO NOVIS AP 31;AVENIDA BRAS DE PINA;651;PENHA CIRCULAR;8440-4562;21070031.0;RJ;Rio de Janeiro;2016;5;-22.8379845;-43.2899615;Av. Braz de Pina, 651 - Penha Circular, Rio de Janeiro - RJ, 21210-673, Brazil
24122;35603;2280795;-22.8766521181864;-43.2278751249952;SMS CMS JOAO BARROS BARRETO AP 21;RUA TENREIRO ARANHA;S/N;COPACABANA;(21) 3208-5295;22031090.0;RJ;Rio de Janeiro;2016;5;-22.9672473;-43.1875163;R. Tenreiro Aranha - Copacabana, Rio de Janeiro - RJ, Brazil
24209;35861;6568491;-22.8766521181864;-43.2278751249952;SMS CF MARIA SEBASTIANA DE OLIVEIRA AP 31;AVENIDA DOS MAGISTERIOS;S/N;ILHA DO GOVERNADOR;(21) 2462-4720;21920455.0;RJ;Rio de Janeiro;2016;5;-22.7939908;-43.1990853;Av. do Magistério, Rio de Janeiro - RJ, Brazil
24243;35601;2277328;-22.903000000000002;-43.208;SMS CMS OSWALDO CRUZ AP 10;AV HENRIQUE VALADARES;151;CENTRO;(21) 22248054;20231031.0;RJ;Rio de Janeiro;2016;5;-22.9130167;-43.1907656;Av. Henrique Valadares, 151 - Centro, Rio de Janeiro - RJ, 20231-031, Brazil
24321;35833;6028233;-22.903000000000002;-43.208;SMS CF ESTACIO DE SA AP 10;RUA DO BISPO;159;RIO COMPRIDO;(21) 3259-1135;20261066.0;RJ;Rio de Janeiro;2016;5;-22.923537;-43.2131325;R. do Bpo., 159 - Rio Comprido, Rio de Janeiro - RJ, 20261-066, Brazil
27929;39810;2280760;-22.903000000000002;-43.208;SMS CMS MARIA APARECIDA DE ALMEIDA AP 53;PRACA ANTONIO MATTOS AREAS;S/N;PACIENCIA;(21)34840891;23585052.0;RJ;Rio de Janeiro;2016;5;-22.9224756;-43.6388801;Praça Antônio Mattos Áreas - Paciência, Rio de Janeiro - RJ, 23585-169, Brazil
27931;39800;2280310;-22.903000000000002;-43.208;SMS CF ERNANI DE PAIVA FERREIRA BRAGA AP 53;AVENIDA JOAO XXIII;S/N;SANTA CRUZ;(21)33953412;23560352.0;RJ;Rio de Janeiro;2016;5;-22.9029872;-43.7180536;Av. João XXIII - Santa Cruz, Rio de Janeiro - RJ, Brazil
27933;39733;2269546;-22.903000000000002;-43.208;SMS CMS DR OSWALDO VILELLA AP 52;RUA JOMAR MENDES;S/N;CAMPO GRANDE;(21)34072840;23095150.0;RJ;Rio de Janeiro;2016;5;-22.8753239;-43.5583456;R. Jomar Mendes - Campo Grande, Rio de Janeiro - RJ, Brazil
27946;39812;2280787;-22.8766521181864;-43.2278751249952;SMS CMS NILZA ROSA AP 22;RUA CASTEL NUOVO;150;TIJUCA;22789002;20530120.0;RJ;Rio de Janeiro;2016;5;-22.9422712;-43.2432715;R. Castelnuovo, 150 - Tijuca, Rio de Janeiro - RJ, 20530-120, Brazil
27953;39811;2280744;-22.903000000000002;-43.208;SMS CMS CARLOS GENTILLE DE MELLO AP 32;RUA BICUIBA;181;LINS DE VASCONCELOS;2088-1019;20715350.0;RJ;Rio de Janeiro;2016;5;-22.9132063;-43.2741493;R. Bicuíba, 181 - Engenho Novo, Rio de Janeiro - RJ, 20717-350, Brazil
